"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
191667,"H",2,200,1,42,1000000,1001264,16,2,1,1,2,1,1,2,2,2,2,2,0,2,2,90,2,2,2,3,2,2,500,1,0,2,2,520,2,1,1,1,9,0,0,1,9,2,1,520,1,1,1,1,0,60000,2,2,1,1,0,0,0,38000,4,0,0,0,0,1,1,38000,9,0,4,4,4,1,1,1,6,0,2,0,25429.937
192086,"H",2,1804,1,42,1000000,1001264,95,2,1,3,0,0,1,2,6,0,0,2,0,0,0,60,0,2,2,30,2,1,0,2,0,0,0,0,0,0,0,1,5,2,780,1,9,0,1,0,1,1,3,1,0,0,1,2,1,3,0,0,0,33100,4,0,0,870,32,1,1,33100,9,0,4,4,4,1,1,1,4,0,2,0,14541.944
192157,"H",2,2703,1,42,1000000,1001264,130,4,1,1,2,1,1,5,2,1,2,2,0,2,2,160,2,2,2,20,1,2,0,1,0,1,2,4300,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,9e+05,4,2,8,2,0,0,0,163000,4,0,0,0,0,1,1,163000,9,0,4,4,4,1,1,1,5,0,4,0,49564.483
192207,"H",2,3003,1,42,1000000,1001264,61,3,1,1,1,0,1,3,2,1,2,2,0,2,2,270,2,2,300,3,1,4,670,1,0,1,1,1900,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,225000,2,130,4,3,0,0,0,63100,2,0,1,0,0,1,1,63100,9,0,2,2,2,1,1,1,6,1,3,0,104845.587
192258,"H",2,2003,1,42,1000000,1001264,62,2,1,1,2,1,1,3,2,1,2,2,0,2,2,20,2,2,1400,3,2,4,1200,1,0,2,0,0,0,3,2,1,5,0,0,1,9,1,1,0,1,1,2,1,0,1e+05,3,40,3,4,0,0,0,30700,4,0,0,0,0,1,1,30700,9,0,4,4,4,1,1,1,1,0,2,0,11320.011
192299,"H",2,803,1,42,1000000,1001264,50,4,1,1,1,0,1,3,2,1,2,2,0,2,2,110,2,2,2,90,1,1,910,1,0,1,1,530,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,85000,2,880,1,1,0,0,0,105000,3,0,0,0,0,1,1,105000,9,0,3,3,3,1,1,1,5,2,4,0,40700.233
192439,"H",2,3103,1,42,1000000,1001264,66,1,1,1,0,0,1,1,7,2,0,2,0,2,2,30,2,2,2,1,1,1,0,1,0,1,0,0,0,0,2,1,3,2,1300,1,9,2,1,0,1,2,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1330,40,4,4,40000,9,0,4,4,4,1,2,1,1,0,0,0,8018.839
192471,"H",2,3001,1,42,1000000,1001264,99,4,1,1,2,1,1,4,2,1,2,2,0,2,2,230,1,2,200,3,1,3,1800,1,0,2,1,2800,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,415000,2,270,4,2,0,0,0,95000,1,0,0,0,0,1,1,95000,9,0,1,1,1,1,1,1,4,2,4,0,77369.09
192535,"H",2,3303,1,42,1000000,1001264,209,2,1,1,0,0,1,2,7,2,0,2,0,1,1,40,1,2,1,60,1,1,0,1,0,1,0,0,0,0,2,1,5,2,900,1,9,2,1,0,1,1,3,1,0,0,3,1,5,6,1,1,1,25100,4,0,0,1000,48,1,2,25100,9,0,4,4,4,1,1,1,1,0,2,0,10565.453
192577,"H",2,1300,1,42,1000000,1001264,26,1,1,1,1,0,1,7,2,2,2,2,0,2,1,90,2,2,2,130,1,1,850,1,0,2,0,0,0,3,2,1,12,0,0,1,9,2,1,0,1,1,2,1,0,150000,1,1200,1,0,0,0,1,0,0,0,0,0,0,1,6,110800,9,0,4,4,4,1,1,1,7,0,0,0,25770.969
192603,"H",2,3601,1,42,1000000,1001264,145,2,1,1,1,0,1,3,2,2,2,2,0,2,2,190,2,2,2,3,2,4,350,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,192000,2,350,5,4,0,0,0,46900,4,0,0,0,0,1,1,46900,9,0,4,4,4,1,1,1,7,0,2,0,73046.276
192644,"H",2,3503,1,42,1000000,1001264,63,1,1,1,1,0,1,2,1,2,2,2,0,2,2,90,2,2,2,180,2,2,400,1,5000,1,0,0,0,3,2,1,3,0,0,1,9,2,1,0,1,1,2,1,0,32000,1,1,17,0,0,0,0,0,0,0,0,0,0,1,4,67020,9,0,4,4,4,1,1,1,2,0,0,0,31574.589
192662,"H",2,1100,1,42,1000000,1001264,14,3,1,1,2,1,1,3,2,2,2,2,0,2,1,70,2,2,750,3,2,5,400,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,150000,5,2,4,1,1,0,1,95770,4,0,1,0,0,1,1,95770,9,0,4,4,4,1,1,1,6,0,3,0,27431.599
192735,"H",2,900,1,42,1000000,1001264,31,4,1,1,3,1,1,4,2,2,2,2,0,2,1,110,2,2,1600,3,1,5,0,1,0,2,0,0,0,0,2,1,7,0,0,1,9,2,1,0,1,1,4,1,0,0,2,2,2,2,0,0,0,46000,1,0,0,0,0,1,1,46000,9,0,1,1,1,1,1,1,3,2,4,0,46294.456
192824,"H",2,3504,1,42,1000000,1001264,156,4,1,1,1,0,1,3,2,2,2,2,0,2,2,170,2,2,2,3,1,3,400,1,0,1,2,800,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,175000,3,610,6,1,0,0,0,75000,2,0,0,0,0,1,1,75000,9,0,2,2,2,1,1,1,3,2,4,0,36467.245
192981,"H",2,1502,1,42,1000000,1001264,55,3,1,1,1,0,1,3,2,1,2,2,0,2,1,120,2,2,2,120,1,1,450,1,0,2,2,370,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,65000,3,780,1,7,1,0,1,90000,4,0,1,0,0,1,3,90000,9,0,4,4,4,1,1,1,4,0,3,0,50059.213
193054,"H",2,3210,1,42,1000000,1001264,260,1,1,1,0,0,1,2,4,1,0,2,0,2,2,170,2,2,2,4,1,1,0,2,0,2,0,0,0,0,2,1,4,2,800,1,9,2,1,0,1,1,3,1,0,0,0,1,5,0,0,1,1,0,0,0,0,974,101,1,4,5000,9,0,4,4,4,1,1,1,3,0,0,0,47530
193078,"H",2,1300,1,42,1000000,1001264,113,2,1,1,2,1,1,3,1,1,2,2,0,2,2,280,2,2,2,3,1,3,0,1,1100,2,2,340,2,1,1,1,5,0,0,1,9,2,1,0,1,1,1,1,0,77000,2,2,6,7,0,0,0,22800,2,0,0,0,0,1,3,22800,9,0,2,2,2,1,1,1,4,1,2,0,97581.844
193122,"H",2,500,1,42,1000000,1001264,29,4,1,1,1,0,1,5,2,2,2,2,0,2,2,160,2,2,2,210,1,2,1300,1,0,1,0,0,0,3,2,1,16,0,0,1,9,2,1,0,1,1,2,1,0,290000,5,1100,13,5,1,0,1,101200,4,0,0,0,0,1,2,101200,9,0,4,4,4,1,1,1,4,0,4,0,61036.867
193151,"H",2,2001,1,42,1000000,1001264,57,1,1,1,1,0,1,3,2,1,2,2,0,2,1,120,2,2,2,120,1,1,570,1,0,2,1,550,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,90000,1,1000,1,0,0,0,0,0,0,0,0,0,0,1,6,85000,9,0,4,4,4,1,1,1,5,0,0,0,47211
193199,"H",2,101,1,42,1000000,1001264,88,1,1,1,1,0,1,4,2,2,2,2,0,2,1,40,2,2,2,30,2,1,930,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,80000,1,360,4,0,0,0,0,0,0,0,0,0,0,1,6,54700,9,0,4,4,4,1,1,1,7,0,0,0,9728.823
193305,"H",2,400,1,42,1000000,1001264,24,5,1,1,2,1,1,4,2,2,2,2,0,2,1,130,2,2,600,100,1,1,600,1,0,2,1,820,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,110000,2,800,2,1,0,0,0,80000,3,0,0,0,0,1,1,80000,9,0,3,3,3,1,1,1,2,3,5,0,42404.529
193343,"H",2,3800,1,42,1000000,1001264,28,2,1,1,3,5,1,4,2,2,2,2,0,2,1,120,2,2,600,3,2,4,0,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,175000,2,2,1,4,1,0,1,34070,4,0,1,0,0,1,1,34070,9,0,4,4,4,1,1,1,7,0,2,0,47767.23
193352,"H",2,3103,1,42,1000000,1001264,105,1,1,1,0,0,1,2,6,1,0,2,0,2,1,20,2,2,1,3,1,8,0,1,0,2,0,0,0,0,2,1,4,2,1200,1,9,2,1,0,1,1,3,1,0,0,1,740,4,0,0,0,0,0,0,0,0,1282,15,1,6,102230,9,0,4,4,4,1,1,1,6,0,0,0,5051
193580,"H",2,3404,1,42,1000000,1001264,27,5,1,1,2,1,1,4,2,2,2,2,0,2,1,230,2,2,2,3,1,3,500,1,0,2,1,1500,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,250000,3,2,12,1,0,0,0,113100,2,0,0,0,0,1,1,113100,9,0,2,2,2,1,1,2,4,2,5,0,69060.298
193756,"H",2,1400,1,42,1000000,1001264,87,1,1,1,1,0,1,3,2,2,2,2,0,2,2,70,2,2,860,70,2,4,0,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,80000,1,400,1,0,0,0,0,0,0,0,0,0,0,1,6,36100,9,0,4,4,4,1,1,1,7,0,0,0,26890
193891,"H",2,2801,1,42,1000000,1001264,20,2,1,1,1,0,1,3,2,2,2,2,0,2,1,120,2,2,2500,3,1,4,800,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,120000,2,720,1,4,1,0,1,44000,4,0,0,0,0,1,1,44000,9,0,4,4,4,1,1,1,7,0,2,0,32384.85
193898,"H",2,3201,1,42,1000000,1001264,127,3,1,1,0,0,1,2,7,2,0,2,0,2,2,90,2,2,2,1,1,9,0,1,0,1,0,0,0,0,2,1,4,2,880,1,9,2,1,0,1,1,3,1,0,0,0,1,3,1,0,0,0,46000,2,0,0,970,25,3,1,46000,9,0,2,2,2,1,1,1,4,1,3,0,18824
193947,"H",2,3209,1,42,1000000,1001264,90,1,1,1,0,0,1,0,9,2,0,2,0,2,1,70,2,2,2,1,1,3,0,1,0,2,0,0,0,0,2,1,1,2,830,1,9,2,1,0,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,900,70,1,4,15500,9,0,4,4,4,1,1,1,4,0,0,0,10421
194129,"H",2,1807,1,42,1000000,1001264,132,4,1,1,1,0,1,5,2,1,2,2,0,2,2,160,1,2,2,60,1,1,900,1,0,2,1,1900,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,250000,2,1100,4,1,0,0,0,103400,2,0,0,0,0,1,1,103400,9,0,2,2,2,1,1,1,4,2,4,0,68957.136
194213,"H",2,1801,1,42,1000000,1001264,162,2,1,3,1,0,1,2,2,0,2,2,0,0,0,40,0,2,2,80,2,1,720,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,60000,1,480,6,4,1,0,1,27200,4,0,1,0,0,1,1,27200,9,0,4,4,4,1,1,1,6,0,2,0,5181.212
194218,"H",2,1701,1,42,1000000,1001264,52,2,1,1,1,0,1,3,2,2,2,2,0,2,1,90,2,2,2,140,1,1,400,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,30000,1,600,1,1,0,0,0,57000,4,0,0,0,0,1,1,57000,9,0,4,4,4,1,1,1,7,0,2,0,25306.979
194495,"H",2,3302,1,42,1000000,1001264,144,2,1,1,1,0,1,3,2,2,2,2,0,2,2,90,2,2,1200,3,1,4,0,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,130000,2,480,1,0,0,0,1,0,0,0,0,0,0,3,5,248020,9,0,4,4,4,1,1,1,3,0,0,0,33368
194528,"H",2,1502,1,42,1000000,1001264,72,1,1,3,1,0,1,3,2,0,2,2,0,0,0,70,0,2,2,180,2,1,460,2,0,0,1,490,1,1,0,1,4,0,0,1,9,0,1,360,1,1,1,1,0,30000,1,340,3,0,0,0,1,0,0,0,1,0,0,1,6,6700,9,0,4,4,4,1,1,1,6,0,0,0,27218
194544,"H",2,3002,1,42,1000000,1001264,77,2,1,1,0,0,1,2,8,2,0,2,360,2,2,140,2,2,2,3,2,2,0,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,2e+05,1,2,7,4,0,0,0,46700,4,0,0,0,0,1,1,46700,9,0,4,4,4,1,1,1,5,0,2,0,52618.323
194572,"H",2,300,1,42,1000000,1001264,18,2,1,1,2,1,1,3,2,2,2,2,0,2,1,180,2,2,1000,3,2,4,700,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,70000,1,2,5,4,1,0,1,49100,4,0,0,0,0,1,1,49100,9,0,4,4,4,1,1,1,7,0,2,0,67756.429
194691,"H",2,2302,1,42,1000000,1001264,165,2,1,1,1,0,1,4,2,2,2,2,0,2,2,110,1,2,2,3,1,3,650,1,0,2,1,290,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,180000,3,1200,6,1,0,0,0,58000,4,0,1,0,0,4,1,58000,9,0,4,4,4,1,1,1,6,0,2,0,38403.517
194712,"H",2,2901,1,42,1000000,1001264,106,1,1,3,3,1,1,3,2,0,2,2,0,0,0,170,0,2,2200,120,2,4,1200,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,5e+05,1,2,1,0,0,0,0,0,0,0,0,0,0,1,6,21500,9,0,4,4,4,1,1,1,6,0,0,0,50060.152
194810,"H",2,1701,1,42,1000000,1001264,115,1,1,1,0,0,1,1,7,1,0,2,0,2,2,80,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,2,2,930,1,9,2,1,0,1,2,3,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1010,23,1,4,52000,9,0,4,4,4,1,1,1,1,0,0,0,11424.609
194857,"H",2,200,1,42,1000000,1001264,38,1,1,3,1,0,1,3,2,0,2,2,0,0,0,130,0,2,150,30,2,6,1500,2,0,0,2,630,2,1,0,1,9,0,0,1,9,0,1,0,1,2,1,1,0,65000,3,140,1,0,0,0,0,0,0,0,1,0,0,1,4,61000,9,0,4,4,4,1,1,1,4,0,0,0,40098.06
194957,"H",2,3103,1,42,1000000,1001264,91,2,1,1,1,0,1,3,3,1,2,2,0,2,2,80,1,2,1200,80,1,4,800,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,250000,2,1000,1,3,1,0,1,56000,4,0,0,0,0,1,1,56000,9,0,4,4,4,1,1,1,6,0,2,0,22685.381
195027,"H",2,1000,1,42,1000000,1001264,41,3,1,1,3,6,1,4,2,2,2,2,0,2,1,210,2,2,1700,3,2,5,5600,1,0,2,2,1700,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,750000,2,2,1,7,0,0,0,109800,4,0,0,0,0,1,3,109800,9,0,4,4,4,1,1,2,4,0,3,0,48324
195150,"H",2,3404,1,42,1000000,1001264,117,4,1,1,2,1,1,4,2,1,2,2,0,2,2,170,2,2,2,340,1,2,1200,1,0,1,2,990,2,1,2,1,10,0,0,1,9,2,1,190,1,1,1,1,0,275000,2,2,7,1,0,0,0,166000,2,0,0,0,0,1,1,166000,9,0,2,2,2,1,1,1,5,2,4,0,50400.461
195229,"H",2,1807,1,42,1000000,1001264,84,6,1,1,1,0,1,5,2,1,2,2,0,2,2,130,1,2,2,400,1,1,800,1,0,2,2,2300,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,420000,2,1100,1,1,0,0,0,197000,3,0,0,0,0,1,1,197000,9,0,3,3,3,1,1,1,4,4,6,0,40625.475
195280,"H",2,3401,1,42,1000000,1001264,143,2,1,3,1,0,1,3,2,0,2,2,0,0,0,80,0,2,2,170,2,1,600,2,0,0,0,0,0,3,0,1,9,0,0,1,9,0,1,0,1,1,2,1,0,5e+05,1,1500,3,4,0,0,0,198600,4,0,0,0,0,1,1,198600,9,0,4,4,4,1,1,1,7,0,2,0,23908.016
195441,"H",2,1900,1,42,1000000,1001264,66,4,1,1,1,0,1,4,1,2,2,2,0,2,1,170,2,2,2,150,1,2,340,1,0,2,2,300,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,50000,3,2,7,5,0,0,0,8500,2,0,1,0,0,1,2,19500,9,0,2,2,2,1,1,1,5,1,2,0,52494
195449,"H",2,2600,1,42,1000000,1001264,171,3,1,2,1,0,1,2,1,0,2,2,0,0,0,60,0,2,100,3,1,4,0,1,0,0,0,0,0,0,0,1,3,2,560,1,9,0,1,0,1,1,3,1,0,0,1,1,8,7,0,0,0,20700,4,0,0,628,36,1,3,20700,9,0,4,4,4,1,1,1,3,0,3,0,19709.704
195527,"H",2,1702,1,42,1000000,1001264,97,1,1,1,0,0,1,2,4,1,0,2,0,2,2,50,2,2,2,100,2,1,600,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,250000,2,80,1,0,0,0,0,0,0,0,0,0,0,1,6,20300,9,0,4,4,4,1,1,1,7,0,0,0,17722.135
195535,"H",2,2402,1,42,1000000,1001264,152,2,1,1,2,1,1,3,2,2,2,2,0,2,2,220,2,2,2,3,1,3,500,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,165000,2,2,5,4,0,0,0,69400,4,0,0,0,0,1,1,69400,9,0,4,4,4,1,1,1,7,0,2,0,81877.874
195776,"H",2,3403,1,42,1000000,1001264,36,2,1,1,1,0,1,3,2,1,2,2,0,2,1,140,2,2,2,220,1,1,1000,1,0,2,2,1400,1,1,2,1,6,0,0,1,9,2,1,50,1,1,1,1,0,2e+05,2,150,1,1,1,0,1,170000,4,0,1,0,0,1,1,170000,9,0,4,4,4,1,1,1,5,0,2,0,43953.498
195948,"H",2,1100,1,42,1000000,1001264,71,1,1,3,0,0,1,1,9,0,0,2,0,0,0,50,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,4,2,690,1,9,0,1,0,1,1,3,1,0,0,0,1,6,0,0,0,0,0,0,0,0,740,43,1,6,20800,9,0,4,4,4,1,1,1,3,0,0,0,14853.042
196011,"H",2,3301,1,42,1000000,1001264,73,2,1,1,1,0,1,4,2,2,2,1,0,2,2,140,2,2,1800,3,2,4,1000,1,0,1,0,0,0,3,2,1,10,0,0,1,9,1,1,0,1,1,2,1,0,4e+05,2,480,3,2,0,0,0,267000,4,0,1,0,0,1,1,267000,9,0,4,4,4,1,1,1,7,0,2,0,41330.125
196090,"H",2,2801,1,42,1000000,1001264,71,3,1,1,2,1,1,3,2,2,2,2,0,2,1,440,2,2,2,3,1,3,1500,1,0,2,2,1300,2,1,2,1,7,0,0,1,9,2,1,200,1,1,1,1,0,298000,3,2,6,1,0,0,0,105700,4,0,0,0,0,1,1,105700,9,0,4,4,4,1,1,1,6,0,3,0,90064.369
196388,"H",2,3105,1,42,1000000,1001264,26,2,1,1,0,0,1,2,9,1,0,2,550,2,2,130,1,2,2,3,1,1,400,1,0,1,2,2500,1,1,2,1,5,0,0,1,9,1,1,0,1,1,1,1,0,6e+05,2,1,12,2,0,0,0,386000,4,0,0,0,0,1,1,386000,9,0,4,4,4,1,1,1,4,0,2,0,47207.662
196434,"H",2,3102,1,42,1000000,1001264,208,1,1,3,0,0,1,1,9,0,0,2,0,0,0,10,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,4,2,1000,1,9,0,1,0,1,1,3,1,0,0,1,2,6,0,0,1,1,0,0,0,0,1010,61,4,6,20000,9,0,4,4,4,1,2,1,4,0,0,0,7254.532
196520,"H",2,1807,1,42,1000000,1001264,90,2,1,1,0,0,1,2,6,2,0,2,180,2,2,100,2,2,2,3,1,3,1000,2,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,125000,1,1000,8,0,0,0,1,0,0,0,0,0,0,1,5,75000,9,0,4,4,4,1,1,1,5,0,0,0,42649.313
196538,"H",2,1801,1,42,1000000,1001264,161,1,1,1,0,0,1,2,6,1,0,2,0,2,2,80,1,2,1,50,1,1,0,1,0,2,0,0,0,0,2,1,4,2,890,1,9,2,1,0,1,2,3,1,0,0,2,1,7,0,0,0,1,0,0,0,0,1020,24,1,4,50000,9,0,4,4,4,1,1,1,1,0,0,0,27827
196672,"H",2,3208,1,42,1000000,1001264,83,1,1,3,1,0,1,2,3,0,2,2,0,0,0,60,0,2,2,90,2,1,0,2,0,0,0,0,0,0,0,1,5,2,650,1,9,0,1,0,1,1,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,800,13,1,4,71700,9,0,4,4,4,1,1,1,5,0,0,0,18725.947
196735,"H",2,3900,1,42,1000000,1001264,17,3,1,1,2,1,1,2,1,2,2,2,0,2,2,140,2,2,400,3,1,4,960,1,0,2,2,570,2,1,2,1,6,0,0,1,9,1,1,0,1,1,1,1,0,75000,3,2,6,1,0,0,0,108000,4,0,1,0,0,1,1,108000,9,0,4,4,4,1,1,1,7,0,3,0,51701.376
196748,"H",2,3603,1,42,1000000,1001264,144,3,1,1,2,1,1,3,2,1,2,2,0,2,2,140,2,2,2,40,1,3,660,1,0,2,1,1200,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,4,2,8,1,1,0,1,91600,4,0,1,0,0,1,1,91600,9,0,4,4,4,1,1,1,5,0,3,0,47966.777
196751,"H",2,1000,1,42,1000000,1001264,33,5,1,1,3,6,1,3,2,1,2,2,0,2,1,130,2,2,30,3,1,6,1300,2,0,2,2,150,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,3e+05,3,2,1,2,0,0,0,70000,3,0,0,0,0,1,1,70000,9,0,3,3,3,1,1,1,5,3,5,0,47435.668
197030,"H",2,3201,1,42,1000000,1001264,147,3,1,2,2,1,1,3,2,0,2,2,0,0,0,90,0,1,2,130,2,1,0,2,0,0,0,0,0,3,0,1,9,0,0,1,9,0,1,0,1,1,2,1,0,230000,1,1800,4,6,0,0,0,93550,4,0,1,0,0,1,2,93550,9,0,4,4,4,1,1,1,4,0,3,0,30400.7
197102,"H",2,3602,1,42,1000000,1001264,61,1,1,1,0,0,1,2,6,2,0,2,0,2,2,130,2,1,2,3,2,3,0,1,0,1,0,0,0,0,2,1,5,2,730,1,9,2,1,0,1,1,3,1,0,0,0,1,5,0,0,0,0,0,0,0,0,860,38,1,4,27000,9,0,4,4,4,1,1,1,3,0,0,0,35675.872
197149,"H",2,2100,1,42,1000000,1001264,70,5,1,1,2,1,1,3,2,2,2,2,0,2,2,110,2,2,2,3,1,3,650,1,0,1,1,910,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,135000,2,420,7,1,0,0,0,70000,1,0,0,0,0,1,1,70000,9,0,1,1,1,1,1,1,3,3,5,0,26275.255
197151,"H",2,102,1,42,1000000,1001264,137,1,1,1,1,0,1,4,2,1,2,2,0,2,2,80,2,2,2,50,1,1,900,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,285000,1,800,8,0,0,0,0,0,0,0,0,0,0,1,4,408150,9,0,4,4,4,1,1,1,5,0,0,0,22104.593
197269,"H",2,2100,1,42,1000000,1001264,52,1,1,1,1,0,1,4,2,1,2,2,0,2,2,10,2,2,2,3,1,4,500,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,3,960,1,0,0,0,0,0,0,0,0,0,0,1,4,115800,9,0,4,4,4,1,1,1,5,0,0,0,2869.492
197270,"H",2,400,1,42,1000000,1001264,20,2,1,1,2,1,1,3,2,2,2,2,0,2,1,120,2,2,1000,3,1,6,500,1,0,2,1,780,1,1,2,1,9,0,0,1,9,2,1,240,1,1,1,1,0,150000,3,2,6,3,0,0,0,137300,4,0,0,0,0,1,1,137300,9,0,4,4,4,1,1,1,5,0,2,0,38109.632
197310,"H",2,1701,1,42,1000000,1001264,83,6,1,1,1,0,1,4,2,1,2,2,0,2,1,210,2,2,2,120,1,1,2400,1,0,2,1,1500,1,1,2,1,12,0,0,1,9,2,1,0,1,1,1,1,0,5e+05,2,110,3,2,0,0,0,69000,3,0,0,0,0,5,1,69000,9,0,1,1,1,1,1,1,1,4,6,0,88189.017
197470,"H",2,1200,1,42,1000000,1001264,58,2,1,1,2,1,1,3,2,2,1,2,0,2,2,130,2,2,2,3,1,3,750,1,0,1,0,0,0,3,2,1,12,0,0,1,9,2,1,0,1,1,2,1,0,5e+05,2,2,6,4,0,0,0,549000,4,0,1,0,0,1,1,549000,9,0,4,4,4,1,1,1,7,0,2,0,27139.938
197523,"H",2,4002,1,42,1000000,1001264,46,2,1,1,2,1,1,4,2,2,2,2,0,2,1,130,2,2,130,50,1,1,0,1,0,2,0,0,0,0,2,1,9,2,4,1,9,2,1,0,1,1,3,1,0,0,2,2,1,4,0,0,0,43280,4,0,0,195,5,1,1,43280,9,0,4,4,4,1,1,1,7,0,2,0,41507.194
197608,"H",2,500,1,42,1000000,1001264,66,2,1,1,1,0,1,4,2,2,2,2,0,1,2,220,1,2,2,220,1,2,1100,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,180000,2,2,5,4,0,0,0,18500,4,0,0,0,0,2,1,18500,9,0,4,4,4,1,1,1,7,0,2,0,33338.534
197941,"H",2,300,1,42,1000000,1001264,21,2,1,1,3,6,1,4,2,1,2,2,0,2,2,180,1,1,2,3,1,4,2500,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,750000,3,2,1,7,1,0,1,21000,4,0,0,0,0,1,3,21000,9,0,4,4,4,1,1,1,7,0,2,0,49224.274
198038,"H",2,3101,1,42,1000000,1001264,84,2,1,1,2,1,1,4,2,2,2,2,0,2,2,190,1,2,1600,3,2,4,1400,1,0,2,2,1500,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,260000,5,1200,3,1,1,0,1,51000,4,0,1,0,0,3,1,51000,9,0,4,4,4,1,1,1,7,0,2,0,71718.149
198071,"H",2,500,1,42,1000000,1001264,27,1,1,1,1,0,1,2,2,2,2,2,0,2,1,160,2,2,600,3,2,3,0,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,90000,0,2,5,0,0,0,0,0,0,0,0,0,0,1,4,12000,9,0,4,4,4,1,1,1,7,0,0,0,49738.045
198129,"H",2,1501,1,42,1000000,1001264,70,1,1,2,1,0,1,2,3,0,2,1,0,0,0,50,0,2,2,180,2,1,0,2,0,0,0,0,0,0,0,1,4,2,300,1,9,0,1,0,1,1,3,1,0,0,1,740,4,0,0,0,0,0,0,0,0,592,38,1,6,18900,9,0,4,4,4,1,1,1,4,0,0,0,10942.508
