"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
2491,"H",2,3304,1,42,1000000,1001264,76,2,1,1,1,0,1,3,2,2,2,2,0,2,2,270,2,2,2,2,1,1,1100,1,0,1,1,2100,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,375000,2,650,3,2,0,0,0,171690,4,0,1,0,0,1,1,171690,9,0,4,4,4,1,1,1,7,0,2,0,45541.615
2546,"H",2,1100,1,42,1000000,1001264,53,2,1,2,1,0,1,2,3,0,2,2,0,0,0,120,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,4,2,160,1,9,0,1,0,1,1,3,1,0,0,1,2,5,7,1,0,1,25800,1,0,0,280,13,1,3,25800,9,0,1,1,1,1,1,1,1,1,2,0,47772.413
2561,"H",2,3101,1,42,1000000,1001264,89,3,1,1,1,0,1,4,2,1,2,2,0,2,2,200,2,2,2,20,1,1,700,1,0,1,2,950,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,325000,3,1100,7,1,0,0,0,19000,2,0,0,0,0,1,1,19000,9,0,2,2,2,1,1,1,5,1,3,0,58105.294
2573,"H",2,803,1,42,1000000,1001264,12,2,1,1,2,1,1,4,2,1,1,2,0,1,2,140,2,2,2,3,1,4,1000,1,0,2,1,870,1,1,2,1,8,0,0,1,9,2,1,180,1,1,1,1,0,2e+05,1,2,1,1,1,0,1,77800,4,0,1,0,0,1,1,77800,9,0,4,4,4,1,1,1,6,0,2,0,39657.996
2584,"H",2,1701,1,42,1000000,1001264,228,4,1,1,1,0,1,4,2,2,2,2,0,2,2,60,2,2,300,20,1,1,0,1,0,1,0,0,0,0,2,1,6,2,2000,1,9,2,1,0,1,1,3,1,0,0,0,1,11,0,0,0,1,0,0,0,0,2105,101,3,5,7200,9,0,4,4,4,1,1,1,2,0,0,0,10590.971
2608,"H",2,2003,1,42,1000000,1001264,51,2,1,1,2,1,1,3,2,2,2,2,0,2,2,80,2,2,2,350,1,2,780,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,250000,3,2,6,1,0,0,0,157240,4,0,0,0,0,1,1,157240,9,0,4,4,4,1,1,1,6,0,2,0,26236.946
2659,"H",2,3202,1,42,1000000,1001264,116,1,1,1,0,0,1,1,9,1,0,2,0,2,1,30,2,1,2,70,1,1,0,1,0,2,0,0,0,0,2,1,3,2,100,1,9,2,1,0,1,1,3,1,0,0,1,1,7,0,0,0,0,0,0,0,0,200,26,3,4,9060,9,0,4,4,4,1,2,1,5,0,0,0,9142
2717,"H",2,1600,1,42,1000000,1001264,27,1,1,2,0,0,1,0,7,0,0,2,0,0,0,1,0,2,2,3,1,3,0,1,0,0,0,0,0,0,0,1,1,2,500,1,9,0,1,0,1,1,3,1,0,0,1,2,6,0,0,0,0,0,0,0,0,500,12,1,6,49000,9,0,4,4,4,1,1,1,2,0,0,0,2535.002
2718,"H",2,3003,1,42,1000000,1001264,95,1,1,1,1,0,1,4,3,2,2,2,0,2,2,70,2,2,2,50,2,1,880,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,271000,1,290,1,0,0,0,0,0,0,0,1,0,0,1,6,44620,9,0,4,4,4,1,1,1,7,0,0,0,36227.907
2730,"H",2,3209,1,42,1000000,1001264,116,1,1,1,0,0,1,0,8,2,0,2,0,2,2,20,2,2,2,1,1,3,0,1,0,1,0,0,0,0,2,1,1,2,740,1,9,2,1,0,1,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,760,33,1,4,28000,9,0,4,4,4,1,1,1,3,0,0,0,6077.327
2743,"H",2,3201,1,42,1000000,1001264,38,2,1,1,1,0,1,3,2,1,2,2,0,2,2,130,2,2,2,80,1,1,700,1,0,1,2,100,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,5e+05,3,500,14,4,1,0,1,81900,4,0,0,0,0,1,1,81900,9,0,4,4,4,1,1,1,3,0,2,0,42107.392
2798,"H",2,3800,1,42,1000000,1001264,26,2,1,1,2,2,1,4,2,1,2,1,0,2,1,110,2,2,2,3,1,4,2600,1,0,2,2,1300,2,1,2,1,13,0,0,1,9,2,1,0,1,1,1,1,0,450000,2,2,6,2,0,0,0,281200,4,0,0,0,0,1,1,281200,9,0,4,4,4,1,1,1,5,0,2,0,36083.881
2842,"H",2,2803,1,42,1000000,1001264,70,2,1,1,0,0,1,1,7,1,0,2,0,2,2,30,2,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,4,2,820,1,9,2,1,0,1,1,3,1,0,0,2,120,5,0,0,0,1,0,0,0,0,910,35,2,5,31000,9,0,4,4,4,1,1,1,1,0,0,0,5186.012
2877,"H",2,3211,1,42,1000000,1001264,94,2,1,1,1,0,1,3,3,2,2,2,0,2,2,70,2,2,2,70,2,1,920,1,0,1,1,1000,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,145000,1,720,1,4,0,0,0,70000,4,0,1,0,0,1,1,70000,9,0,4,4,4,1,1,1,4,0,2,0,19928.251
3027,"H",2,2901,1,42,1000000,1001264,147,1,1,1,1,0,1,3,2,2,2,2,0,2,2,40,2,2,2800,3,2,4,930,1,0,1,1,960,1,1,2,1,6,0,0,1,9,2,1,610,1,1,1,1,0,220000,1,310,3,0,0,0,0,0,0,0,1,0,0,1,6,51000,9,0,4,4,4,1,1,1,4,0,0,0,10236.165
3110,"H",2,2500,1,42,1000000,1001264,101,2,1,1,3,1,1,3,2,2,2,2,0,2,2,90,2,2,2000,3,1,4,980,1,0,2,0,0,0,3,2,1,6,0,0,1,9,1,1,0,1,1,2,1,0,3e+05,1,2,5,0,0,0,0,0,0,0,0,0,0,1,7,34000,9,0,4,4,4,1,1,1,4,0,0,0,35468
3121,"H",2,1803,1,42,1000000,1001264,47,3,1,1,1,0,1,3,2,1,2,2,0,2,2,110,2,2,2,50,1,1,50,1,0,1,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,150000,3,850,4,1,0,0,0,347000,4,0,0,0,0,1,1,347000,9,0,4,4,4,1,1,1,5,0,3,0,29854.529
3122,"H",2,3603,1,42,1000000,1001264,254,2,1,1,0,0,1,2,7,1,0,2,0,2,2,40,2,2,2,30,1,1,0,1,0,1,0,0,0,0,2,1,4,2,780,1,9,2,1,0,1,1,3,1,0,0,2,230,5,1,0,0,0,49000,4,0,0,869,21,1,1,49000,9,0,4,4,4,1,1,1,3,0,2,0,10013.196
3147,"H",2,1701,1,42,1000000,1001264,76,2,1,1,0,0,1,2,4,1,0,2,0,2,1,90,2,2,2,2,1,1,0,1,0,2,0,0,0,0,2,1,5,2,800,1,9,2,1,0,1,1,3,1,0,0,2,1,4,0,0,0,1,0,0,0,0,890,27,1,7,40100,9,0,4,4,4,1,1,1,1,0,0,0,31550.045
3160,"H",2,400,1,42,1000000,1001264,25,2,1,1,2,1,1,3,2,1,2,2,0,2,2,60,2,1,220,130,1,1,600,2,0,2,1,520,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,110000,1,560,6,2,0,0,0,25000,4,0,1,0,0,1,1,25000,9,0,4,4,4,1,1,1,7,0,2,0,13939.651
3243,"H",2,2302,1,42,1000000,1001264,164,3,1,1,1,0,1,3,2,1,2,2,0,2,1,260,2,2,300,3,1,3,3000,1,0,2,0,0,0,3,2,1,7,0,0,1,9,1,1,0,1,1,2,1,0,180000,3,40,4,1,0,0,0,120800,2,0,0,0,0,1,1,120800,9,0,2,2,2,1,1,1,5,1,3,0,78293
3257,"H",2,2100,1,42,1000000,1001264,32,2,1,1,2,5,1,3,2,2,2,2,0,1,2,150,2,2,5400,3,2,4,1500,1,0,1,2,500,2,1,2,1,4,0,0,1,9,1,1,0,1,1,1,1,0,450000,3,2,5,4,1,0,1,35600,4,0,1,0,0,1,1,35600,9,0,4,4,4,1,1,1,7,0,2,0,66486.497
3296,"H",2,3304,1,42,1000000,1001264,78,3,1,1,1,0,1,3,3,2,2,2,0,2,2,100,1,2,2,170,1,1,1200,1,0,2,1,1300,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,150000,2,800,6,1,0,0,0,50000,1,0,0,0,0,3,1,50000,9,0,1,1,1,1,1,1,2,1,3,0,27931.656
3348,"H",2,2402,1,42,1000000,1001264,25,1,1,3,1,0,1,3,2,0,2,2,0,0,0,60,0,1,3000,3,2,4,580,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,85000,1,920,1,0,0,0,0,0,0,0,0,0,0,1,6,5400,9,0,4,4,4,1,1,1,6,0,0,0,21718.747
3380,"H",2,3504,1,42,1000000,1001264,144,4,1,1,1,0,1,4,2,1,2,2,0,2,2,200,2,2,2,10,1,3,600,1,0,1,1,1500,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,278000,2,160,5,1,0,0,0,322000,1,0,0,0,0,1,1,322000,9,0,1,1,1,1,1,1,1,2,4,0,71025.403
3510,"H",2,4002,1,42,1000000,1001264,124,7,1,1,1,0,1,3,2,2,2,2,0,2,2,150,2,2,2,150,1,1,400,1,0,1,1,630,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,120000,2,1800,2,2,1,0,1,40100,3,0,0,0,0,1,1,40100,9,0,3,3,3,1,1,1,3,5,7,0,46904.576
3576,"H",2,3503,1,42,1000000,1001264,161,2,1,1,1,0,1,3,3,1,2,2,0,2,2,80,2,2,2,80,1,1,570,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,150000,2,790,7,5,0,0,0,90070,2,0,0,0,0,1,2,90070,9,0,2,2,2,1,1,1,6,1,2,0,25530.608
3577,"H",2,300,1,42,1000000,1001264,92,2,1,1,1,0,1,3,2,1,2,2,0,2,2,130,2,2,2,40,1,1,460,1,0,1,1,430,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,120000,2,460,1,1,0,0,0,120800,4,0,0,0,0,1,1,120800,9,0,4,4,4,1,1,1,5,0,2,0,35811.463
3728,"H",2,3603,1,42,1000000,1001264,118,3,1,1,1,0,1,4,2,1,2,2,0,2,2,160,2,2,2100,3,1,4,990,1,0,1,2,1400,2,1,2,1,12,0,0,1,9,2,1,0,1,1,1,1,0,215000,2,600,5,1,1,0,1,132300,2,0,0,0,0,2,1,132300,9,1,2,4,2,1,1,1,5,0,3,1,69599.659
3768,"H",2,1400,1,42,1000000,1001264,23,2,1,1,1,0,1,4,2,2,2,2,0,1,2,80,2,2,2,190,1,1,400,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,2,60,2,4,1,0,1,17300,4,0,1,0,0,1,1,17300,9,0,4,4,4,1,1,1,7,0,2,0,31806.884
3825,"H",2,300,1,42,1000000,1001264,97,2,1,1,2,1,1,3,2,2,2,2,0,2,2,180,2,2,2000,3,1,4,1200,1,0,1,2,760,2,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,250000,2,400,1,3,0,0,0,106500,4,0,1,0,0,1,1,106500,9,0,4,4,4,1,1,1,6,0,2,0,40817.085
3835,"H",2,2703,1,42,1000000,1001264,236,3,1,1,1,0,1,3,2,2,2,2,0,2,2,110,2,2,400,3,1,4,910,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,3,400,2,2,1,0,1,67800,4,0,0,0,0,1,1,67800,9,0,4,4,4,1,1,1,7,0,3,0,33616.851
3882,"H",2,1805,1,42,1000000,1001264,97,1,1,1,1,0,1,3,2,2,2,2,0,2,2,130,2,2,2,60,2,1,770,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,40000,2,70,2,0,0,0,0,0,0,0,1,0,0,1,4,126200,9,0,4,4,4,1,1,1,7,0,0,0,54263.527
3891,"H",2,1100,1,42,1000000,1001264,22,3,1,1,1,0,1,2,2,1,2,2,0,2,2,180,2,2,1500,3,1,4,480,1,0,1,1,450,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,2,1200,1,1,0,0,0,69100,1,0,0,0,0,1,1,69100,9,0,1,1,1,1,1,1,3,1,3,0,76965.166
3908,"H",2,1000,1,42,1000000,1001264,125,2,1,3,1,0,1,3,2,0,2,2,0,0,0,80,0,2,600,3,1,4,700,2,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,60000,4,100,3,3,1,0,1,80300,4,0,0,0,0,1,1,80300,9,0,4,4,4,1,1,1,7,0,2,0,29543.988
3923,"H",2,3404,1,42,1000000,1001264,99,4,1,1,0,0,1,2,7,2,0,2,0,2,2,70,1,2,2,560,1,3,0,1,0,2,0,0,0,0,2,1,8,2,980,1,9,2,1,0,1,1,3,1,0,0,2,780,3,2,1,1,1,48600,2,0,0,1675,41,2,1,48600,9,0,2,2,2,1,1,1,4,1,4,0,8986.571
3931,"H",2,2600,1,42,1000000,1001264,35,2,1,1,1,0,1,3,3,2,2,1,0,2,2,190,2,2,1700,3,2,4,450,2,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,45000,2,540,1,4,1,0,1,26500,4,0,0,0,0,1,1,26500,9,0,4,4,4,1,1,1,7,0,2,0,63118.489
3970,"H",2,2402,1,42,1000000,1001264,102,2,1,3,1,0,1,2,2,0,2,2,0,0,0,100,0,2,2,80,2,2,600,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,125000,2,400,5,4,1,0,1,34300,4,0,1,0,0,1,1,34300,9,0,4,4,4,1,1,1,4,0,2,0,33604.788
4018,"H",2,4002,1,42,1000000,1001264,508,1,1,1,1,0,1,2,3,1,2,2,0,2,2,80,2,2,2,3,1,4,0,2,0,2,0,0,0,0,2,1,6,2,300,1,9,2,1,0,1,1,3,1,0,0,2,150,2,0,0,1,0,0,0,0,0,393,15,1,4,31100,9,0,4,4,4,1,1,1,3,0,0,0,30686
4043,"H",2,2902,1,42,1000000,1001264,173,2,1,1,2,1,1,4,2,2,2,2,0,2,2,450,2,2,2,200,1,3,1500,1,0,1,1,2200,1,1,2,1,10,0,0,1,9,2,1,0,1,1,1,1,0,450000,4,1200,7,2,0,0,0,77500,4,0,1,0,0,1,1,77500,9,0,4,4,4,1,1,1,6,0,2,0,117102.844
4082,"H",2,3103,1,42,1000000,1001264,98,1,1,1,0,0,1,1,9,1,0,2,0,2,2,20,2,2,2,1,1,2,0,1,0,1,0,0,0,0,2,1,3,2,1300,1,9,2,1,0,1,1,3,1,0,0,1,1,5,0,0,0,0,0,0,0,0,1320,26,1,6,60000,9,0,4,4,4,1,1,1,1,0,0,0,6455
4083,"H",2,3900,1,42,1000000,1001264,39,2,1,1,1,0,1,3,2,2,2,2,0,2,2,40,2,1,2,130,1,3,320,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,2,2,1,0,40000,1,500,1,8,1,0,1,24700,4,0,1,0,0,1,3,24700,9,0,4,4,4,1,1,1,4,0,2,0,6959.234
4086,"H",2,3205,1,42,1000000,1001264,147,2,1,1,1,0,1,3,3,1,2,2,0,2,2,80,2,2,2,130,1,1,0,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,98000,1,490,1,2,0,0,0,35300,4,0,0,0,0,1,1,35300,9,0,4,4,4,1,1,1,7,0,2,0,38008.666
4101,"H",2,1300,1,42,1000000,1001264,24,1,1,1,2,1,1,4,2,1,2,2,0,2,2,150,2,2,2,350,1,1,1200,1,0,1,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,150000,2,100,1,0,0,0,0,0,0,0,0,0,0,1,6,94300,9,0,4,4,4,1,1,1,7,0,0,0,35834.168
4129,"H",2,3701,1,42,1000000,1001264,83,1,1,1,0,0,1,1,6,2,0,2,0,2,2,40,2,2,2,1,1,1,0,1,0,1,0,0,0,0,2,1,3,2,500,1,9,2,1,0,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,540,27,1,4,24000,9,0,4,4,4,1,1,1,1,0,0,0,8146.864
4134,"H",2,2500,1,42,1000000,1001264,75,1,1,1,1,0,1,3,2,1,2,2,0,2,2,60,1,2,500,3,1,4,0,1,0,2,0,0,0,0,2,1,5,0,0,1,9,2,1,0,1,1,4,1,0,0,1,100,1,0,0,0,0,0,0,0,0,0,0,3,4,20000,9,0,4,4,4,1,1,1,4,0,0,0,16199.499
4167,"H",2,2803,1,42,1000000,1001264,54,2,1,1,0,0,1,2,5,2,0,2,0,2,1,70,2,2,2,3,1,3,1600,1,0,2,1,1600,1,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,180000,1,250,7,2,0,0,0,36000,4,0,0,0,0,2,1,36000,9,0,4,4,4,1,1,1,4,0,2,0,17519.536
4190,"H",2,1801,1,42,1000000,1001264,135,1,1,1,1,0,1,3,3,1,2,2,130,2,2,60,1,2,2,60,1,1,400,1,0,2,1,710,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,130000,1,160,6,0,0,0,0,0,0,0,0,0,0,1,6,110030,9,0,4,4,4,1,1,1,3,0,0,0,21911.068
4217,"H",2,3701,1,42,1000000,1001264,35,2,1,1,1,0,1,3,2,1,2,2,0,2,2,100,2,2,2,100,1,2,0,1,0,1,0,0,0,0,2,1,5,2,780,1,9,2,1,0,1,1,3,1,0,0,2,1,9,0,0,0,0,0,0,0,0,980,31,1,5,38390,9,0,4,4,4,1,1,1,5,0,0,0,25551.013
4285,"H",2,3210,1,42,1000000,1001264,96,1,1,3,0,0,1,1,6,0,0,2,0,0,0,150,0,1,2,3,2,1,0,2,0,0,0,0,0,0,0,1,4,2,400,1,9,0,1,0,1,2,3,1,0,0,0,2,4,0,0,1,1,0,0,0,0,550,86,1,6,7700,9,0,4,4,4,1,1,1,3,0,0,0,22190.254
4316,"H",2,1300,1,42,1000000,1001264,97,1,1,1,1,0,1,1,2,2,2,2,0,2,2,50,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,6,2,480,1,9,2,1,0,1,1,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,530,48,1,4,13200,9,0,4,4,4,1,1,1,7,0,0,0,15152.292
4321,"H",2,801,1,42,1000000,1001264,156,2,1,1,2,1,1,4,2,1,2,2,0,2,1,80,2,2,1000,3,1,5,0,1,0,2,2,500,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,95000,2,2,3,1,1,0,1,116000,4,0,0,0,0,1,1,116000,9,0,4,4,4,1,1,1,6,0,2,0,23312.883
4330,"H",2,3103,1,42,1000000,1001264,72,1,1,1,1,0,1,3,2,1,2,2,0,2,2,250,1,2,2,60,1,1,5600,1,0,2,2,2500,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,7e+05,1,130,3,0,0,0,0,0,0,0,0,0,0,1,6,412000,9,0,4,4,4,1,1,1,3,0,0,0,82429
4401,"H",2,4002,1,42,1000000,1001264,90,4,1,1,1,0,1,4,2,2,2,2,0,2,2,90,2,2,2,160,1,1,400,1,0,1,1,880,1,1,2,1,7,0,0,1,9,2,1,130,1,1,1,1,0,1e+05,3,1100,3,1,1,0,1,122500,4,0,0,0,0,1,1,122500,9,0,4,4,4,1,1,1,6,0,4,0,31070.89
4435,"H",2,1600,1,42,1000000,1001264,201,4,1,1,2,1,1,3,2,2,2,2,0,2,2,200,2,2,2,3,1,3,1500,1,0,1,1,1500,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,3e+05,2,2,9,1,1,0,1,76500,1,0,1,0,0,1,1,76500,9,0,1,1,1,1,1,1,5,2,4,0,67064.204
4495,"H",2,2002,1,42,1000000,1001264,91,2,1,2,1,0,1,2,1,0,2,2,0,0,0,190,0,2,2,3,1,1,0,1,100,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,3000,2,1,5,0,0,0,1,0,0,0,0,0,0,1,7,37000,9,0,4,4,4,1,1,1,1,0,0,0,61236.904
4525,"H",2,400,1,42,1000000,1001264,89,2,1,1,1,0,1,3,2,2,2,2,0,2,2,90,2,2,2,40,1,1,1200,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,150000,2,1200,3,2,1,0,1,32190,4,0,1,0,0,1,1,32190,9,0,4,4,4,1,1,1,7,0,2,0,21401.935
4640,"H",2,1801,1,42,1000000,1001264,159,1,1,3,1,0,1,2,3,0,2,2,0,0,0,50,0,2,2,1,2,1,0,2,0,0,0,0,0,0,0,1,5,0,0,1,9,0,1,0,1,1,4,1,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,6,53000,9,0,4,4,4,1,1,1,5,0,0,0,11479.523
4650,"H",2,1000,1,42,1000000,1001264,41,3,1,1,2,1,1,4,2,2,2,2,0,2,2,100,2,2,1200,3,2,4,650,1,0,1,2,800,2,1,2,1,8,0,0,1,9,2,1,60,1,1,1,1,0,150000,3,2,8,3,0,0,0,99200,4,0,0,0,0,1,1,99200,9,0,4,4,4,1,1,1,5,0,3,0,19537.112
4755,"H",2,2401,1,42,1000000,1001264,144,3,1,1,1,0,1,3,2,1,2,2,0,2,2,130,1,2,2,3,1,3,1000,1,0,2,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,270000,2,500,6,1,0,0,0,133000,1,0,1,0,0,1,1,133000,9,0,1,1,1,1,1,1,3,1,3,0,26832.106
4759,"H",2,3501,1,42,1000000,1001264,73,5,1,1,1,0,1,3,3,1,2,1,0,2,2,120,2,2,2,90,1,1,0,1,0,2,0,0,0,0,2,1,7,2,1500,1,9,2,1,0,1,1,3,1,0,0,2,450,8,1,1,1,1,108200,2,0,0,1748,19,3,1,108200,9,0,2,2,2,1,1,1,3,3,5,0,33251.012
4761,"H",2,3207,1,42,1000000,1001264,107,1,1,3,0,0,1,2,6,0,0,2,0,0,0,10,0,1,2,20,1,1,0,1,0,0,0,0,0,0,0,1,4,2,480,1,9,0,1,0,1,1,3,1,0,0,0,1,7,0,0,0,0,0,0,0,0,510,68,2,6,9060,9,0,4,4,4,1,1,1,4,0,0,0,4984.022
4863,"H",2,300,1,42,1000000,1001264,99,2,1,1,1,0,1,2,2,2,2,2,0,2,1,50,2,2,2,60,1,1,600,1,0,2,1,650,1,1,2,1,4,0,0,1,9,2,1,240,1,1,1,1,0,84000,1,60,2,2,0,0,0,65200,4,0,0,0,0,1,1,65200,9,0,4,4,4,1,1,1,5,0,2,0,14367.444
4869,"H",2,600,1,42,1000000,1001264,73,4,1,1,1,0,1,3,2,2,2,1,0,2,2,200,2,2,2,3,1,3,900,1,0,1,1,1100,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,400,9,1,0,0,0,92000,2,0,0,0,0,1,1,92000,9,0,2,2,2,1,1,1,4,2,4,0,65314.8
4898,"H",2,1802,1,42,1000000,1001264,164,3,1,1,1,0,1,4,2,2,2,2,0,2,1,230,2,2,2,40,1,1,900,1,0,2,0,0,0,3,2,1,11,0,0,1,9,2,1,0,1,1,2,1,0,320000,3,500,6,1,0,0,0,121000,4,0,0,0,0,1,1,121000,9,0,4,4,4,1,1,1,4,0,3,0,46346.979
4907,"H",2,1502,1,42,1000000,1001264,76,1,1,3,1,0,1,2,3,0,2,2,0,0,0,100,0,2,2,80,2,1,0,2,0,0,0,0,0,0,0,1,5,0,0,1,9,0,1,0,1,1,4,1,0,0,0,600,1,0,0,0,0,0,0,0,0,0,0,1,6,18820,9,0,4,4,4,1,1,1,7,0,0,0,20020.625
4953,"H",2,400,1,42,1000000,1001264,23,2,1,1,3,4,1,3,2,2,2,2,0,2,1,150,2,2,2,300,1,2,1200,1,0,2,2,1500,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,350000,2,2,1,1,0,0,0,94800,4,0,1,0,0,1,1,94800,9,0,4,4,4,1,1,1,7,0,2,0,50622.399
4956,"H",2,3211,1,42,1000000,1001264,95,1,1,1,1,0,1,2,3,2,2,2,0,2,2,50,2,2,2,100,1,1,0,1,0,1,0,0,0,0,2,1,5,2,700,1,9,2,1,0,1,1,3,1,0,0,0,20,5,0,0,0,1,0,0,0,0,852,101,1,4,1200,9,0,4,4,4,1,1,1,3,0,0,0,30277.584
4960,"H",2,1300,1,42,1000000,1001264,18,2,1,1,1,0,1,3,2,2,2,2,0,2,1,110,2,2,1000,3,2,4,350,1,0,2,2,100,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,40000,1,2,5,2,0,0,0,35000,4,0,1,0,0,1,1,35000,9,0,4,4,4,1,1,1,5,0,2,0,33052.575
4979,"H",2,2002,1,42,1000000,1001264,87,1,1,2,1,0,1,2,2,0,2,2,0,0,0,50,0,2,2,110,1,1,0,1,0,0,0,0,0,0,0,1,4,2,400,1,9,0,1,0,1,1,3,1,0,0,1,640,1,0,0,0,0,0,0,0,0,613,16,1,6,45800,9,0,4,4,4,1,1,1,2,0,0,0,7707.911
4986,"H",2,3303,1,42,1000000,1001264,32,4,1,1,1,0,1,3,3,1,2,2,0,2,1,140,1,1,2,2,1,1,800,1,0,1,2,1000,2,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,58000,1,540,1,1,1,0,1,10400,1,0,0,0,0,5,1,10400,9,0,1,1,1,1,2,1,3,2,4,0,50493.044
5006,"H",2,3800,1,42,1000000,1001264,35,1,1,3,1,0,1,2,1,0,2,2,0,0,0,50,0,2,1300,3,2,4,0,2,0,0,0,0,0,0,0,1,5,0,0,1,9,0,1,0,1,1,4,1,0,0,2,2,5,0,0,0,1,0,0,0,0,0,0,1,4,5000,9,0,4,4,4,1,1,1,7,0,0,0,11429.953
5054,"H",2,3003,1,42,1000000,1001264,49,2,1,1,1,0,1,3,2,2,2,2,0,2,2,110,2,2,2400,3,1,4,400,1,0,1,2,240,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,2,400,3,0,0,0,1,0,0,0,0,0,0,1,7,101050,9,0,4,4,4,1,1,1,7,0,0,0,23123.842
5068,"H",2,3701,1,42,1000000,1001264,183,1,1,3,1,0,1,5,2,0,2,2,0,0,0,50,0,2,2000,3,2,4,300,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,120000,1,690,3,0,0,0,0,0,0,0,0,0,0,1,6,55000,9,0,4,4,4,1,1,1,7,0,0,0,12201.722
5117,"H",2,2302,1,42,1000000,1001264,76,3,1,1,1,0,1,3,2,1,2,2,0,1,1,140,1,2,2300,3,2,4,370,1,0,1,2,600,2,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,125000,2,2,3,4,0,0,0,60100,4,0,0,0,0,1,1,60100,9,0,4,4,4,1,1,1,7,0,3,0,53104.038
